mms_id,id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
990005985600106381,ACP0143.1917.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1917]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1917]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1918.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1918]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1918]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1919.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1919]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1919]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1920.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1920]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1920]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1921.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1921]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1921]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1922.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1922]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1922]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1923.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1923]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1923]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1924.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1924]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1924]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1925.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1925]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1925]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1929.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1929]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1929]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1933.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1933]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1933]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1937.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1937]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1937]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990005985600106381,ACP0143.1940.001,"All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1940]",,"[""All about Hawaii. The recognized book of authentic information on Hawaii, combined with Thrum's Hawaiian annual and standard guide. [1940]""]",[],,,,['Subtitle varies slightly.'],['eng: English'],['Hawaii']
990008764080106381,ADT3550.0001.001,Almanaque Manila galante para el año 1912 / dirigido por José Sedano Calonge; editado por D. Juan Fajardo.,,['Almanaque Manila galante para el año 1912 / dirigido por José Sedano Calonge; editado por D. Juan Fajardo.'],"['Calonge, José Sedano.']",Manila :,"Imp. Lit. y Encuadernacion de Juan Fajardo,",1912.,['In Spanish and Tagalog.'],['tgl: Tagalog'],"['Almanacs, Philippine', 'Philippines -- Registers.']"
990036004310106381,ATP2754.0001.001,"Ang mananayaw / Ros. Almario  [Vol. 1, no. 1]"," Almario, Ros.","['Ang mananayaw / Ros. Almario  [Vol. 1, no. 1]']","[' Almario, Ros.']",Maynila :,"Limbagan Ni Juan Fajardo,",1910.,[],['tgl: Tagalog'],['Tagalog drama.']
990036004310106381,ATP2754.1910.001,Ang mananayaw / Ros. Almario [1910]," Almario, Ros.",['Ang mananayaw / Ros. Almario [1910]'],"[' Almario, Ros.']",Maynila :,"Limbagan Ni Juan Fajardo,",1910.,[],['tgl: Tagalog'],['Tagalog drama.']
990008773680106381,ADT4521.0001.001,"Filipinas.:  Relato histórico de actos y hechos realizados en los últimos dias de nuestra dominación, por Enrique Altamirano y Salcedo, último gobernado en la provincia de Cagayan de Luzon."," Altamirano y Salcedo, Enrique.","['Filipinas.:  Relato histórico de actos y hechos realizados en los últimos dias de nuestra dominación, por Enrique Altamirano y Salcedo, último gobernado en la provincia de Cagayan de Luzon.']","[' Altamirano y Salcedo, Enrique.']","Madrid,","Impr. ce C. Perrin,",1902.,"['Microfilm. [New York] New York Public Library Photographic Service, 1978,. 1 reel. 35 mm. ""BFG p.v. 3 [no.] 14.""']",['spa: Spanish'],['Philippines -- History']
990018766000106381,AJA5106.0001.001,Impresiones de viaje; con prologo del dr. T.H. Pardo de Tavera ...," Altavás, Enrique.",['Impresiones de viaje; con prologo del dr. T.H. Pardo de Tavera ...'],"[' Altavás, Enrique.']","Manila,","Imp. La Comercial,",1920.,"['Portrait on cover.', 'cover-title']",['spa: Spanish'],['Voyages and travels']
990028571390106381,APZ3216.0001.001,Viajes por Filipinas de Manila a Albay:  Don Juan Alvarez Guerra.," Alvarez Guerra, Juan.",['Viajes por Filipinas de Manila a Albay:  Don Juan Alvarez Guerra.'],"[' Alvarez Guerra, Juan.', 'American Philosophical Society. Library.']",Madrid :,"Imprenta de Fortanet,",1887.,"['Microfilm no. 49.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['spa: Spanish'],"['Manila (Philippines) -- Description and travel.', 'Albay (Philippines) -- Description and travel.', 'Manila (Philippines) -- Social life and customs.', 'Albay (Philippines) -- Social life and customs.', 'Alvarez Guerra, Juan -- Journeys.']"
990001988100106381,AAW3613.0001.001,Viajes por Filipinas de Manila a Marianas/ Juan Alvarez Guerra.," Alvarez Guerra, Juan.",['Viajes por Filipinas de Manila a Marianas/ Juan Alvarez Guerra.'],"[' Alvarez Guerra, Juan.']",Madrid :,"Imprenta de Fortanet,",1887.,[],['spa: Spanish'],"['Mariana Islands -- Description and travel.', 'Philippines -- Description and travel']"
990013600810106381,AAU0124.0001.001,Bulalakaw ng pág-asa / sinulat ni Ismael A. Amado ; mga paunang talata ni Iñigo Ed. Regalado.," Amado, Ismael A",['Bulalakaw ng pág-asa / sinulat ni Ismael A. Amado ; mga paunang talata ni Iñigo Ed. Regalado.'],"[' Amado, Ismael A', 'Regalado, Iñigo Ed.']",[s.l. :,"s.n.,",1909],"['""Ang Bulalakaw ng Pag-asa ay limbag noon pang Agosto ng 1909.""--p. vii.']",['tgl: Tagalog'],['Philippines']
990014444460106381,AGD5744.0001.001,America across the seas; our colonial empire.,,['America across the seas; our colonial empire.'],"['Wright, Hamilton Mercer, 1875-', 'French, Willard.', 'Fairbanks, Elizabeth.', 'Atwood, Wallace Walter, 1872-1949.', 'Wallace, John Findley, 1852-', 'Forbes-Lindsay, C. H.']","New York,","C. S. Hammond & company,",1909.,[],['eng: English'],"['United States -- Insular possessions', 'Alaska.', 'Canal Zone.']"
990016306360106381,AGY6888.0001.001,"America's race problems.  [Vol. 1, no. 1]",American Academy of Political and Social Science.,"[""America's race problems.  [Vol. 1, no. 1]""]",['American Academy of Political and Social Science.'],"Philadelphia, Pa. :","American Academy of Political and Social Science,",1901.,"['Detached copy: Special annual meeting number: Annals of the American academy of political and social science. Philadelphia, 1901. vol. 18, no. 1.']",['eng: English'],"['Race relations', 'United States -- Race relations']"
990016310320106381,AGY7288.0001.001,Are the Filipinos ready for independence?,American Academy of Political and Social Science.,['Are the Filipinos ready for independence?'],['American Academy of Political and Social Science.'],,,,"['""A symposium.""']",['eng: English'],"['Philippines -- Politics and government', 'United States -- Colonial question']"
990000777840106381,AAJ0523.1921.001,Journal. [1921],American Chamber of Commerce of the Philippines.,['Journal. [1921]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1923.001,Journal. [1923],American Chamber of Commerce of the Philippines.,['Journal. [1923]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1925.001,Journal. [1925],American Chamber of Commerce of the Philippines.,['Journal. [1925]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1926.001,Journal. [1926],American Chamber of Commerce of the Philippines.,['Journal. [1926]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1928.001,Journal. [1928],American Chamber of Commerce of the Philippines.,['Journal. [1928]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1930.001,Journal. [1930],American Chamber of Commerce of the Philippines.,['Journal. [1930]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1932.001,Journal. [1932],American Chamber of Commerce of the Philippines.,['Journal. [1932]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1932.002,Journal. [1932],American Chamber of Commerce of the Philippines.,['Journal. [1932]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1932.003,Journal. [1932],American Chamber of Commerce of the Philippines.,['Journal. [1932]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1936.007,Journal. [1936],American Chamber of Commerce of the Philippines.,['Journal. [1936]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1936.010,Journal. [1936],American Chamber of Commerce of the Philippines.,['Journal. [1936]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1936.011,Journal. [1936],American Chamber of Commerce of the Philippines.,['Journal. [1936]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1936.012,Journal. [1936],American Chamber of Commerce of the Philippines.,['Journal. [1936]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1937.001,Journal. [1937],American Chamber of Commerce of the Philippines.,['Journal. [1937]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
990000777840106381,AAJ0523.1938.001,Journal. [1938],American Chamber of Commerce of the Philippines.,['Journal. [1938]'],['American Chamber of Commerce of the Philippines.'],,,,['Issued 1921- under its earlier name: American Chamber of Commerce of the Philippine Islands.'],['eng: English'],['Philippines -- Commerce']
